ID,user_id,amount,timestamp,payment_method,is_fraud,first_name,last_name,email,account_created,national_id,internal_notes,location.city,location.country
TXN00122,CUST0000,6214.49,29/12/2024 12:00:00,bank_transfer,0.00,kabelo,dlamini,k****@example.co.za,20/02/2023 13:00:00,332XXXXXXXXXXXXXXXXX,note_X,Port Elizabeth,South Africa
TXN00123,CUST0029,6120.32,24/02/2024 07:00:00,card,0.00,palesa,mthembu,p****@example.co.za,17/08/2020 03:45:00,947XXXXXXXXXXXXXXXXX,note_XX,Johannesburg,South Africa
TXN00124,CUST0020,8247.36,03/07/2024 05:00:00,bank_transfer,0.00,kgomotso,msimang,k****@example.co.za,22/07/2023 06:46:00,727XXXXXXXXXXXXXXXXX,note_XX,Kimberley,South Africa
TXN00125,CUST0020,4112.54,25/08/2023 22:00:00,cash,0.00,kgomotso,msimang,k****@example.co.za,22/07/2023 06:46:00,727XXXXXXXXXXXXXXXXX,note_XX,Kimberley,South Africa
TXN00126,CUST0001,9465.30,16/08/2024 19:00:00,bank_transfer,0.00,sipho,ngcobo,s****@example.co.za,22/12/2024 00:00:00,542XXXXXXXXXXXXXXXXX,note_X,Polokwane,South Africa
TXN00127,CUST0015,1205.40,15/02/2024 11:00:00,cash,0.00,sipho,ngcobo,s****@example.co.za,31/01/2025 11:00:00,634XXXXXXXXXXXXXXXXX,note_XX,Bloemfontein,South Africa
TXN00128,CUST0028,5398.59,12/07/2023 00:00:00,mobile_payment,0.00,themba,ngcobo,t****@example.co.za,03/04/2023 04:00:00,749XXXXXXXXXXXXXXXXX,note_XX,Pretoria,South Africa
TXN00129,CUST0014,3741.56,02/09/2025 20:00:00,mobile_payment,0.00,tshepo,maponya,t****@example.co.za,20/08/2024 16:00:00,982XXXXXXXXXXXXXXXXX,note_XX,Bloemfontein,South Africa
TXN00130,CUST0018,7435.58,15/10/2023 18:00:00,cash,0.00,mpho,ndlovu,m****@example.co.za,02/12/2021 04:55:00,957XXXXXXXXXXXXXXXXX,note_XX,Pietermaritzburg,South Africa
TXN00131,CUST0028,4178.10,07/07/2023 08:00:00,card,0.00,themba,ngcobo,t****@example.co.za,03/04/2023 04:00:00,749XXXXXXXXXXXXXXXXX,note_XX,Pretoria,South Africa
TXN00132,CUST0026,4919.00,14/09/2023 12:00:00,mobile_payment,0.00,nokuthula,zwane,n****@example.co.za,14/09/2024 13:00:00,752XXXXXXXXXXXXXXXXX,note_XX,Johannesburg,South Africa
TXN00133,cust0003,9517.64,17/07/2023 02:00:00,card,0.00,themba,mahlangu,t****@example.co.za,15/11/2021 13:00:00,030XXXXXXXXXXXXXXXXX,note_X,Bloemfontein,South Africa
TXN00133,cust0003,9517.64,17/07/2023 02:00:00,card,0.00,themba,mahlangu,t****@example.co.za,15/11/2021 13:00:00,030XXXXXXXXXXXXXXXXX,note_X,Bloemfontein,South Africa
TXN00134,CUST0022,3736.77,28/04/2024 21:00:00,mobile_payment,1.00,lindiwe,ntuli,l****@example.co.za,30/10/2024 01:22:00,656XXXXXXXXXXXXXXXXX,note_XX,Johannesburg,South Africa
TXN00135,CUST0014,9508.02,13/06/2023 04:00:00,bank_transfer,0.00,tshepo,maponya,t****@example.co.za,20/08/2024 16:00:00,982XXXXXXXXXXXXXXXXX,note_XX,Bloemfontein,South Africa
TXN00136,cust0003,9810.23,14/03/2024 20:00:00,bank_transfer,0.00,themba,mahlangu,t****@example.co.za,15/11/2021 13:00:00,030XXXXXXXXXXXXXXXXX,note_X,Bloemfontein,South Africa
TXN00136,cust0003,9810.23,14/03/2024 20:00:00,bank_transfer,0.00,themba,mahlangu,t****@example.co.za,15/11/2021 13:00:00,030XXXXXXXXXXXXXXXXX,note_X,Bloemfontein,South Africa
TXN00137,CUST0017,9021.88,14/02/2024 10:00:00,bank_transfer,0.00,themba,ndlovu,t****@example.co.za,02/04/2024 16:00:00,159XXXXXXXXXXXXXXXXX,,Polokwane,South Africa
TXN00138,CUST0001,4011.49,18/10/2023 21:00:00,cash,0.00,sipho,ngcobo,s****@example.co.za,22/12/2024 00:00:00,542XXXXXXXXXXXXXXXXX,note_X,Polokwane,South Africa
TXN00139,cust0003,1265.49,11/10/2024 09:00:00,mobile_payment,1.00,themba,mahlangu,t****@example.co.za,15/11/2021 13:00:00,030XXXXXXXXXXXXXXXXX,note_X,Bloemfontein,South Africa
TXN00139,cust0003,1265.49,11/10/2024 09:00:00,mobile_payment,1.00,themba,mahlangu,t****@example.co.za,15/11/2021 13:00:00,030XXXXXXXXXXXXXXXXX,note_X,Bloemfontein,South Africa
TXN00140,CUST0002,6644.55,28/09/2023 22:00:00,card,1.00,bongani,motsepe,b****@example.co.za,29/06/2020 01:00:00,034XXXXXXXXXXXXXXXXX,note_X,Cape Town,South Africa
TXN00141,CUST0001,7878.61,25/02/2025 15:00:00,cash,0.00,sipho,ngcobo,s****@example.co.za,22/12/2024 00:00:00,542XXXXXXXXXXXXXXXXX,note_X,Polokwane,South Africa
TXN00142,CUST0004,7880.43,14/01/2025 12:00:00,cash,0.00,zanele,sithole,z****@example.co.za,05/12/2021 23:00:00,871XXXXXXXXXXXXXXXXX,note_X,Durban,South Africa
TXN00143,CUST0002,8306.69,05/05/2024 04:00:00,cash,0.00,bongani,motsepe,b****@example.co.za,29/06/2020 01:00:00,034XXXXXXXXXXXXXXXXX,note_X,Cape Town,South Africa
TXN00144,CUST0018,2198.72,21/04/2025 09:00:00,cash,0.00,mpho,ndlovu,m****@example.co.za,02/12/2021 04:55:00,957XXXXXXXXXXXXXXXXX,note_XX,Pietermaritzburg,South Africa
TXN00145,CUST0010,7754.97,07/09/2024 13:00:00,card,0.00,themba,cele,t****@example.co.za,29/12/2022 16:00:00,430XXXXXXXXXXXXXXXXX,note_XX,Pretoria,South Africa
TXN00146,CUST0008,8591.14,19/06/2024 13:00:00,cash,0.00,nokuthula,motsepe,n****@example.co.za,25/10/2024 09:00:00,763XXXXXXXXXXXXXXXXX,note_X,Pretoria,South Africa
TXN00147,CUST0004,5425.14,30/12/2023 23:00:00,cash,0.00,zanele,sithole,z****@example.co.za,05/12/2021 23:00:00,871XXXXXXXXXXXXXXXXX,note_X,Durban,South Africa
TXN00148,cust0003,6627.52,16/06/2024 11:00:00,card,0.00,themba,mahlangu,t****@example.co.za,15/11/2021 13:00:00,030XXXXXXXXXXXXXXXXX,note_X,Bloemfontein,South Africa
TXN00148,cust0003,6627.52,16/06/2024 11:00:00,card,0.00,themba,mahlangu,t****@example.co.za,15/11/2021 13:00:00,030XXXXXXXXXXXXXXXXX,note_X,Bloemfontein,South Africa
TXN00149,CUST0004,197.86,14/11/2024 08:00:00,cash,0.00,zanele,sithole,z****@example.co.za,05/12/2021 23:00:00,871XXXXXXXXXXXXXXXXX,note_X,Durban,South Africa
TXN00150,CUST0018,3271.53,16/11/2024 08:00:00,cash,0.00,mpho,ndlovu,m****@example.co.za,02/12/2021 04:55:00,957XXXXXXXXXXXXXXXXX,note_XX,Pietermaritzburg,South Africa
TXN00151,CUST0008,571.37,05/02/2024 23:00:00,mobile_payment,0.00,nokuthula,motsepe,n****@example.co.za,25/10/2024 09:00:00,763XXXXXXXXXXXXXXXXX,note_X,Pretoria,South Africa
TXN00152,CUST0016,1180.81,10/04/2024 00:00:00,card,0.00,lebohang,zwane,l****@example.co.za,22/11/2023 06:00:00,501XXXXXXXXXXXXXXXXX,,Kimberley,South Africa
TXN00153,CUST0015,4510.34,17/09/2024 06:00:00,bank_transfer,0.00,sipho,ngcobo,s****@example.co.za,31/01/2025 11:00:00,634XXXXXXXXXXXXXXXXX,note_XX,Bloemfontein,South Africa
TXN00154,CUST0016,5956.98,04/03/2025 18:00:00,mobile_payment,1.00,lebohang,zwane,l****@example.co.za,22/11/2023 06:00:00,501XXXXXXXXXXXXXXXXX,,Kimberley,South Africa
TXN00155,CUST0016,2254.42,25/03/2025 08:00:00,card,0.00,lebohang,zwane,l****@example.co.za,22/11/2023 06:00:00,501XXXXXXXXXXXXXXXXX,,Kimberley,South Africa
TXN00156,CUST0023,7843.11,15/04/2025 18:00:00,bank_transfer,0.00,zanele,pule,z****@example.co.za,18/03/2023 23:49:00,417XXXXXXXXXXXXXXXXX,note_XX,Polokwane,South Africa
TXN00157,CUST0014,6451.24,01/12/2024 14:00:00,card,0.00,tshepo,maponya,t****@example.co.za,20/08/2024 16:00:00,982XXXXXXXXXXXXXXXXX,note_XX,Bloemfontein,South Africa
TXN00158,CUST0001,9985.94,24/02/2024 05:00:00,mobile_payment,0.00,sipho,ngcobo,s****@example.co.za,22/12/2024 00:00:00,542XXXXXXXXXXXXXXXXX,note_X,Polokwane,South Africa
TXN00159,CUST0013,6876.67,27/10/2023 06:00:00,mobile_payment,0.00,mpho,ndlovu,m****@example.co.za,10/09/2020 13:00:00,348XXXXXXXXXXXXXXXXX,note_XX,Bloemfontein,South Africa
TXN00160,CUST0022,9101.52,04/06/2024 16:00:00,card,0.00,lindiwe,ntuli,l****@example.co.za,30/10/2024 01:22:00,656XXXXXXXXXXXXXXXXX,note_XX,Johannesburg,South Africa
TXN00161,CUST0028,853.87,17/12/2024 18:00:00,cash,0.00,themba,ngcobo,t****@example.co.za,03/04/2023 04:00:00,749XXXXXXXXXXXXXXXXX,note_XX,Pretoria,South Africa
TXN00162,CUST0002,1305.61,10/06/2023 05:00:00,bank_transfer,0.00,bongani,motsepe,b****@example.co.za,29/06/2020 01:00:00,034XXXXXXXXXXXXXXXXX,note_X,Cape Town,South Africa
TXN00163,CUST0012,9946.55,02/05/2025 13:00:00,bank_transfer,0.00,jabu,maponya,j****@example.co.za,07/07/2023 14:00:00,425XXXXXXXXXXXXXXXXX,,Kimberley,South Africa
TXN00164,CUST0014,5080.23,31/03/2025 10:00:00,mobile_payment,0.00,tshepo,maponya,t****@example.co.za,20/08/2024 16:00:00,982XXXXXXXXXXXXXXXXX,note_XX,Bloemfontein,South Africa
TXN00165,cust0003,7941.31,23/09/2023 12:00:00,card,0.00,themba,mahlangu,t****@example.co.za,15/11/2021 13:00:00,030XXXXXXXXXXXXXXXXX,note_X,Bloemfontein,South Africa
TXN00165,cust0003,7941.31,23/09/2023 12:00:00,card,0.00,themba,mahlangu,t****@example.co.za,15/11/2021 13:00:00,030XXXXXXXXXXXXXXXXX,note_X,Bloemfontein,South Africa
TXN00166,CUST0027,6564.39,04/09/2024 20:00:00,cash,0.00,palesa,gumede,p****@example.co.za,14/03/2021 11:00:00,143XXXXXXXXXXXXXXXXX,note_XX,Johannesburg,South Africa
TXN00167,CUST0013,4542.97,23/07/2023 15:00:00,cash,0.00,mpho,ndlovu,m****@example.co.za,10/09/2020 13:00:00,348XXXXXXXXXXXXXXXXX,note_XX,Bloemfontein,South Africa
TXN00168,CUST0013,3422.37,08/10/2024 16:00:00,mobile_payment,0.00,mpho,ndlovu,m****@example.co.za,10/09/2020 13:00:00,348XXXXXXXXXXXXXXXXX,note_XX,Bloemfontein,South Africa
TXN00169,CUST0012,4189.10,24/02/2024 20:00:00,card,0.00,jabu,maponya,j****@example.co.za,07/07/2023 14:00:00,425XXXXXXXXXXXXXXXXX,,Kimberley,South Africa
TXN00170,CUST0010,4296.30,11/02/2023 18:00:00,bank_transfer,0.00,themba,cele,t****@example.co.za,29/12/2022 16:00:00,430XXXXXXXXXXXXXXXXX,note_XX,Pretoria,South Africa
TXN00171,CUST0011,9538.25,25/08/2023 10:00:00,mobile_payment,0.00,nokuthula,mahlangu,n****@example.co.za,21/03/2024 07:00:00,091XXXXXXXXXXXXXXXXX,note_XX,Pietermaritzburg,South Africa
TXN00172,CUST0002,957.69,12/05/2023 11:00:00,card,0.00,bongani,motsepe,b****@example.co.za,29/06/2020 01:00:00,034XXXXXXXXXXXXXXXXX,note_X,Cape Town,South Africa
TXN00173,CUST0002,4347.17,27/06/2023 12:00:00,bank_transfer,0.00,bongani,motsepe,b****@example.co.za,29/06/2020 01:00:00,034XXXXXXXXXXXXXXXXX,note_X,Cape Town,South Africa
TXN00174,CUST0025,1344.65,23/12/2024 01:00:00,card,0.00,lebohang,mabaso,l****@example.co.za,08/02/2021 06:00:00,716XXXXXXXXXXXXXXXXX,note_XX,Polokwane,South Africa
TXN00175,CUST0018,9568.42,01/02/2025 20:00:00,bank_transfer,0.00,mpho,ndlovu,m****@example.co.za,02/12/2021 04:55:00,957XXXXXXXXXXXXXXXXX,note_XX,Pietermaritzburg,South Africa
TXN00176,CUST0021,1266.20,11/08/2024 18:00:00,bank_transfer,0.00,nomsa,nkosi,n****@example.co.za,24/09/2024 13:00:00,587XXXXXXXXXXXXXXXXX,note_XX,Polokwane,South Africa
TXN00177,CUST0027,6670.14,18/02/2025 04:00:00,mobile_payment,0.00,palesa,gumede,p****@example.co.za,14/03/2021 11:00:00,143XXXXXXXXXXXXXXXXX,note_XX,Johannesburg,South Africa
TXN00178,CUST0027,9162.64,31/10/2024 22:00:00,card,1.00,palesa,gumede,p****@example.co.za,14/03/2021 11:00:00,143XXXXXXXXXXXXXXXXX,note_XX,Johannesburg,South Africa
TXN00179,cust0003,2911.91,05/02/2024 11:00:00,bank_transfer,0.00,themba,mahlangu,t****@example.co.za,15/11/2021 13:00:00,030XXXXXXXXXXXXXXXXX,note_X,Bloemfontein,South Africa
TXN00179,cust0003,2911.91,05/02/2024 11:00:00,bank_transfer,0.00,themba,mahlangu,t****@example.co.za,15/11/2021 13:00:00,030XXXXXXXXXXXXXXXXX,note_X,Bloemfontein,South Africa
TXN00180,CUST0011,1080.83,11/10/2023 01:00:00,cash,0.00,nokuthula,mahlangu,n****@example.co.za,21/03/2024 07:00:00,091XXXXXXXXXXXXXXXXX,note_XX,Pietermaritzburg,South Africa
TXN00181,CUST0004,6584.53,02/09/2025 08:00:00,cash,0.00,zanele,sithole,z****@example.co.za,05/12/2021 23:00:00,871XXXXXXXXXXXXXXXXX,note_X,Durban,South Africa
TXN00182,CUST0027,1126.77,05/10/2025 09:00:00,bank_transfer,1.00,palesa,gumede,p****@example.co.za,14/03/2021 11:00:00,143XXXXXXXXXXXXXXXXX,note_XX,Johannesburg,South Africa
TXN00183,cust0003,7637.93,09/08/2024 16:00:00,cash,0.00,themba,mahlangu,t****@example.co.za,15/11/2021 13:00:00,030XXXXXXXXXXXXXXXXX,note_X,Bloemfontein,South Africa
TXN00183,cust0003,7637.93,09/08/2024 16:00:00,cash,0.00,themba,mahlangu,t****@example.co.za,15/11/2021 13:00:00,030XXXXXXXXXXXXXXXXX,note_X,Bloemfontein,South Africa
TXN00184,CUST0025,4319.67,11/09/2024 17:00:00,card,0.00,lebohang,mabaso,l****@example.co.za,08/02/2021 06:00:00,716XXXXXXXXXXXXXXXXX,note_XX,Polokwane,South Africa
TXN00185,CUST0019,9294.39,04/12/2024 01:00:00,bank_transfer,0.00,jabu,gumede,j****@example.co.za,07/08/2020 02:00:00,367XXXXXXXXXXXXXXXXX,note_XX,Pietermaritzburg,South Africa
TXN00186,CUST0000,1845.14,16/04/2024 01:00:00,bank_transfer,0.00,kabelo,dlamini,k****@example.co.za,20/02/2023 13:00:00,332XXXXXXXXXXXXXXXXX,note_X,Port Elizabeth,South Africa
TXN00187,CUST0029,3431.26,31/01/2025 14:00:00,card,0.00,palesa,mthembu,p****@example.co.za,17/08/2020 03:45:00,947XXXXXXXXXXXXXXXXX,note_XX,Johannesburg,South Africa
TXN00188,CUST0005,8705.13,08/07/2023 20:00:00,mobile_payment,0.00,mpho,ntuli,m****@example.co.za,09/01/2023 12:00:00,048XXXXXXXXXXXXXXXXX,note_X,Nelspruit,South Africa
TXN00189,CUST0002,1461.65,08/11/2023 18:00:00,card,0.00,bongani,motsepe,b****@example.co.za,29/06/2020 01:00:00,034XXXXXXXXXXXXXXXXX,note_X,Cape Town,South Africa
TXN00190,CUST0002,7473.81,27/02/2025 16:00:00,cash,0.00,bongani,motsepe,b****@example.co.za,29/06/2020 01:00:00,034XXXXXXXXXXXXXXXXX,note_X,Cape Town,South Africa
TXN00191,CUST0012,4227.33,03/10/2025 09:00:00,bank_transfer,0.00,jabu,maponya,j****@example.co.za,07/07/2023 14:00:00,425XXXXXXXXXXXXXXXXX,,Kimberley,South Africa
TXN00192,CUST0005,3732.03,22/01/2024 02:00:00,bank_transfer,0.00,mpho,ntuli,m****@example.co.za,09/01/2023 12:00:00,048XXXXXXXXXXXXXXXXX,note_X,Nelspruit,South Africa
TXN00193,CUST0024,9417.00,01/04/2024 03:00:00,card,0.00,bongani,ngcobo,b****@example.co.za,15/09/2020 01:00:00,124XXXXXXXXXXXXXXXXX,note_XX,Pietermaritzburg,South Africa
TXN00194,CUST0028,573.46,19/12/2024 16:00:00,cash,0.00,themba,ngcobo,t****@example.co.za,03/04/2023 04:00:00,749XXXXXXXXXXXXXXXXX,note_XX,Pretoria,South Africa
TXN00195,CUST0024,6197.49,12/01/2023 17:00:00,card,0.00,bongani,ngcobo,b****@example.co.za,15/09/2020 01:00:00,124XXXXXXXXXXXXXXXXX,note_XX,Pietermaritzburg,South Africa
TXN00196,CUST0008,4458.97,28/04/2025 18:00:00,mobile_payment,0.00,nokuthula,motsepe,n****@example.co.za,25/10/2024 09:00:00,763XXXXXXXXXXXXXXXXX,note_X,Pretoria,South Africa
TXN00197,CUST0015,6090.41,13/05/2024 12:00:00,mobile_payment,0.00,sipho,ngcobo,s****@example.co.za,31/01/2025 11:00:00,634XXXXXXXXXXXXXXXXX,note_XX,Bloemfontein,South Africa
TXN00198,CUST0008,2194.91,11/10/2024 08:00:00,card,0.00,nokuthula,motsepe,n****@example.co.za,25/10/2024 09:00:00,763XXXXXXXXXXXXXXXXX,note_X,Pretoria,South Africa
TXN00199,CUST0011,4327.64,23/04/2024 17:00:00,bank_transfer,0.00,nokuthula,mahlangu,n****@example.co.za,21/03/2024 07:00:00,091XXXXXXXXXXXXXXXXX,note_XX,Pietermaritzburg,South Africa
TXN00005,cust0003,7639.23,19/03/2024 15:00:00,cash,0.00,themba,mahlangu,t****@example.co.za,15/11/2021 13:00:00,030XXXXXXXXXXXXXXXXX,note_X,Bloemfontein,South Africa
TXN00005,cust0003,7639.23,19/03/2024 15:00:00,cash,0.00,themba,mahlangu,t****@example.co.za,15/11/2021 13:00:00,030XXXXXXXXXXXXXXXXX,note_X,Bloemfontein,South Africa
